x,y
-3.35,13.101080486434679
-3.34,13.10085844070752
-3.33,13.100638239687843
-3.32,13.100419915075367
-3.31,13.100203496721981
-3.3,13.099989012439664
-3.29,13.099776487796468
-3.28,13.099565945899847
-3.27,13.099357407166746
-3.26,13.099150889079764
-3.25,13.098946405928654
-3.24,13.098743968536436
-3.23,13.09854358396935
-3.22,13.098345255229844
-3.21,13.098148980931718
-3.2,13.0979547549566
-3.19,13.097762566090768
-3.18,13.097572397641413
-3.17,13.097384227031288
-3.16,13.097198025370739
-3.15,13.097013757005978
-3.14,13.096831379042504
-3.13,13.096650840842397
-3.12,13.09647208349436
-3.11,13.096295039255043
-3.1,13.096119630960452
-3.09,13.095945771405857
-3.08,13.095773362692853
-3.07,13.095602295541878
-3.06,13.095432448568648
-3.05,13.09526368752275
-3.04,13.095095864486584
-3.03,13.094928817032812
-3.02,13.09476236733828
-3.01,13.09459632125237
-3,13.094430467317551
-2.99,13.09426457573987
-2.98,13.094098397306908
-2.97,13.093931662250654
-2.96,13.093764079052583
-2.95,13.093595333188077
-2.94,13.093425085807135
-2.93,13.09325297234817
-2.92,13.093078601081478
-2.91,13.092901551578725
-2.9,13.092721373104624
-2.89,13.092537582926655
-2.88,13.092349664538446
-2.87,13.092157065792124
-2.86,13.091959196934631
-2.85,13.091755428542614
-2.84,13.091545089350145
-2.83,13.091327463963108
-2.82,13.0911017904536
-2.81,13.090867257827233
-2.8,13.090623003355688
-2.79,13.090368109766247
-2.78,13.090101602279434
-2.77,13.089822445485206
-2.76,13.089529540047367
-2.75,13.089221719225087
-2.74,13.088897745199546
-2.73,13.088556305192796
-2.72,13.088196007364846
-2.71,13.087815376474056
-2.7,13.08741284928455
-2.69,13.086986769703312
-2.68,13.086535383628203
-2.67,13.086056833486692
-2.66,13.085549152443722
-2.65,13.085010258255434
-2.64,13.08443794674388
-2.63,13.08382988486603
-2.62,13.08318360334871
-2.61,13.082496488858991
-2.6,13.08176577567784
-2.59,13.080988536842636
-2.58,13.080161674722287
-2.57,13.079281910986532
-2.56,13.07834577592902
-2.55,13.077349597101792
-2.54,13.07628948721682
-2.53,13.075161331268527
-2.52,13.073960772829476
-2.51,13.072683199470177
-2.5,13.071323727252615
-2.49,13.069877184246538
-2.48,13.068338093017136
-2.47,13.066700652032988
-2.46,13.064958715944055
-2.45,13.063105774681231
-2.44,13.061134931331427
-2.43,13.059038878745994
-2.42,13.05680987484506
-2.41,13.054439716586796
-2.4,13.051919712578464
-2.39,13.049240654315987
-2.38,13.046392786050554
-2.37,13.043365773294875
-2.36,13.04014866999846
-2.35,13.036729884440659
-2.34,13.03309714391273
-2.33,13.029237458286016
-2.32,13.025137082592614
-2.31,13.020781478778021
-2.3,13.016155276822229
-2.29,13.011242235467002
-2.28,13.0060252028323
-2.27,13.000486077254548
-2.26,12.994605768733262
-2.25,12.988364161430496
-2.24,12.9817400777294
-2.23,12.97471124442334
-2.22,12.967254261675313
-2.21,12.959344575457619
-2.2,12.950956454253411
-2.19,12.94206297087347
-2.18,12.932635990312008
-2.17,12.922646164632885
-2.16,12.912062935940455
-2.15,12.900854548545066
-2.14,12.88898807147982
-2.13,12.876429432559636
-2.12,12.863143465193255
-2.11,12.849093969160526
-2.1,12.83424378654756
-2.09,12.818554893988573
-2.08,12.80198851229136
-2.07,12.784505234421044
-2.06,12.766065172680555
-2.05,12.746628125754224
-2.04,12.72615376607075
-2.03,12.704601847692453
-2.02,12.681932434649124
-2.01,12.658106149307347
-2,12.633084440002255
-1.99,12.606829866761494
-1.98,12.579306403525793
-1.97,12.550479754823531
-1.96,12.520317684396092
-1.95,12.488790352806868
-1.94,12.455870660610397
-1.93,12.421534593222598
-1.92,12.385761563231858
-1.91,12.348534745538723
-1.9,12.309841400423991
-1.89,12.269673179435808
-1.88,12.228026408869727
-1.87,12.184902345604302
-1.86,12.140307400158408
-1.85,12.094253322063066
-1.84,12.046757342993855
-1.83,11.997842273590113
-1.82,11.947536550490051
-1.81,11.895874230827602
-1.8,11.842894932254259
-1.79,11.788643717449323
-1.78,11.7331709230436
-1.77,11.67653193387936
-1.76,11.618786904536538
-1.75,11.560000431042145
-1.74,11.500241176618903
-1.73,11.439581456191004
-1.72,11.378096785125026
-1.71,11.315865398319053
-1.7,11.252967746245371
-1.69,11.189485974888438
-1.68,11.12550339669264
-1.67,11.06110395964194
-1.66,10.996371721440184
-1.65,10.931390335455644
-1.64,10.866242554651183
-1.63,10.801009759160149
-1.62,10.735771512509514
-1.61,10.670605150759183
-1.6,10.605585408044412
-1.59,10.540784081201032
-1.58,10.476269735344335
-1.57,10.412107451483221
-1.56,10.348358616500624
-1.55,10.285080755135501
-1.54,10.222327402972859
-1.53,10.16014801889668
-1.52,10.098587934990938
-1.51,10.037688341490092
-1.5,9.977486304081554
-1.49,9.918014810646472
-1.48,9.859302844387166
-1.47,9.801375480222989
-1.46,9.744254001334513
-1.45,9.687956032789817
-1.44,9.63249568928836
-1.43,9.577883734198451
-1.42,9.524127747235513
-1.41,9.471232298322395
-1.4,9.419199125382194
-1.39,9.368027314032775
-1.38,9.317713477373673
-1.37,9.26825193427633
-1.36,9.219634884803313
-1.35,9.171852581587764
-1.34,9.124893496199041
-1.33,9.078744479701765
-1.32,9.03339091678267
-1.31,8.988816872971672
-1.3,8.945005234620474
-1.29,8.901937841423567
-1.28,8.859595611373603
-1.27,8.817958658135801
-1.26,8.777006400905638
-1.25,8.736717666881226
-1.24,8.697070786537475
-1.23,8.658043681934501
-1.22,8.619613948328826
-1.21,8.581758929383522
-1.2,8.544455786293868
-1.19,8.50768156115894
-1.18,8.471413234938039
-1.17,8.435627780334364
-1.16,8.400302209948027
-1.15,8.365413620036744
-1.14,8.330939230216075
-1.13,8.296856419422324
-1.12,8.26314275845079
-1.11,8.229776039370197
-1.1,8.196734302101316
-1.09,8.163995858434296
-1.08,8.131539313745131
-1.07,8.099343586657584
-1.06,8.067387926882457
-1.05,8.03565193145202
-1.04,8.004115559553167
-1.03,7.9727591461492615
-1.02,7.941563414567026
-1.01,7.910509488211855
-1,7.8795789015621835
-0.99,7.848753610581253
-0.98,7.81801600267287
-0.97,7.7873489062961525
-0.96,7.756735600343406
-0.95,7.726159823374469
-0.94,7.695605782790675
-0.93,7.665058164021557
-0.92,7.634502139787816
-0.91,7.603923379494712
-0.9,7.573308058800829
-0.89,7.542642869398414
-0.88,7.511915029032632
-0.87,7.481112291778674
-0.86,7.4502229585872
-0.85,7.419235888100383
-0.84,7.38814050773268
-0.83,7.356926825002414
-0.82,7.325585439092367
-0.81,7.294107552609698
-0.8,7.262484983507813
-0.79,7.230710177125159
-0.78,7.198776218288468
-0.77,7.166676843420511
-0.76,7.134406452585417
-0.75,7.101960121397373
-0.74,7.0693336127120325
-0.73,7.036523388013197
-0.72,7.003526618401462
-0.71,6.9703411950854886
-0.7,6.936965739271385
-0.69,6.9033996113407206
-0.68,6.869642919203482
-0.67,6.835696525708581
-0.66,6.801562054991589
-0.649999999999999,6.767241897637136
-0.64,6.7327392145321605
-0.63,6.698057939285774
-0.62,6.663202779091966
-0.61,6.628179213913253
-0.6,6.5929934938659125
-0.59,6.5576526346915545
-0.58,6.522164411204983
-0.57,6.486537348614689
-0.56,6.450780711620249
-0.55,6.414904491199925
-0.54,6.378919389012382
-0.53,6.342836799348192
-0.52,6.306668788579916
-0.51,6.270428072074184
-0.5,6.23412798854459
-0.49,6.197782471841298
-0.48,6.1614060201909195
-0.47,6.12501366291918
-0.46,6.088620924708386
-0.45,6.052243787462023
-0.44,6.0158986498694285
-0.43,5.97960228478454
-0.42,5.943371794553649
-0.41,5.9072245644479455
-0.399999999999999,5.871178214376965
-0.39,5.835250549078834
-0.38,5.799459507001776
-0.37,5.7638231081091185
-0.36,5.728359400855634
-0.35,5.693086408597767
-0.34,5.6580220757121396
-0.33,5.623184213706938
-0.32,5.588590447618261
-0.31,5.554258162988237
-0.3,5.520204453723971
-0.29,5.486446071135229
-0.28,5.452999374445049
-0.27,5.419880283060208
-0.26,5.387104230878629
-0.25,5.35468612289756
-0.24,5.322640294370418
-0.23,5.2909804727414205
-0.22,5.259719742565894
-0.21,5.228870513600534
-0.2,5.198444492222244
-0.19,5.16845265630711
-0.18,5.138905233672276
-0.17,5.10981168415415
-0.16,5.081180685366362
-0.149999999999999,5.053020122150563
-0.14,5.025337079703593
-0.13,4.998137840335042
-0.12,4.971427883781516
-0.11,4.945211890976847
-0.0999999999999996,4.919493751152872
-0.0899999999999999,4.894276572122398
-0.0800000000000001,4.869562693575355
-0.0700000000000003,4.84535370320107
-0.0599999999999996,4.821650455434166
-0.0499999999999998,4.798453092608765
-0.04,4.775761068295742
-0.0300000000000002,4.7535731725907295
-0.0199999999999996,4.731887559116036
-0.00999999999999979,4.710701773497957
0,4.690012783081745
0.00999999999999979,4.669817007649729
0.0200000000000005,4.650110350913325
0.0300000000000002,4.630888232557184
0.04,4.612145620622692
0.0499999999999998,4.593877064028817
0.0600000000000005,4.576076725040041
0.0700000000000003,4.558738411504268
0.0800000000000001,4.541855608697121
0.0899999999999999,4.52542151062353
0.100000000000001,4.50942905064201
0.11,4.4938709312919745
0.12,4.478739653218907
0.13,4.4640275431070116
0.14,4.449726780542831
0.15,4.435829423747087
0.16,4.4223274341249486
0.17,4.409212699597238
0.18,4.396477056686585
0.19,4.3841123113432845
0.2,4.372110258505332
0.21,4.360462700396191
0.22,4.349161463571768
0.23,4.338198414735334
0.24,4.32756547534537
0.25,4.317254635046838
0.26,4.307257963961017
0.27,4.297567623872938
0.28,4.2881758783586665
0.29,4.2790751018972
0.3,4.270257788013644
0.31,4.26171655650167
0.32,4.253444159774116
0.33,4.245433488390936
0.34,4.237677575813687
0.350000000000001,4.230169602435337
0.36,4.222902898933492
0.37,4.215870948994092
0.38,4.209067391451548
0.39,4.202486021889783
0.4,4.196120793747119
0.41,4.189965818966348
0.42,4.1840153682294705
0.43,4.1782638708148605
0.44,4.172705914112624
0.45,4.167336242832169
0.46,4.162149757933995
0.47,4.15714151531593
0.48,4.1523067242820755
0.49,4.147640745821043
0.5,4.143139090718173
0.51,4.138797417524786
0.52,4.134611530405852
0.53,4.1305773768858565
0.54,4.126691045511125
0.55,4.1229487634454705
0.56,4.11934689401459
0.57,4.115881934213357
0.58,4.1125505121889745
0.59,4.109349384711727
0.600000000000001,4.106275434644043
0.61,4.103325668417551
0.62,4.1004972135268565
0.63,4.097787316047902
0.64,4.095193338187959
0.65,4.092712755873521
0.66,4.090343156381699
0.67,4.088082236020081
0.68,4.085927797859336
0.69,4.0838777495224825
0.7,4.081930101034045
0.71,4.080082962731988
0.72,4.078334543244883
0.73,4.07668314753638
0.74,4.0751271750186815
0.75,4.073665117736499
0.76,4.072295558622597
0.77,4.07101716982582
0.78,4.0698287111123355
0.79,4.068729028340481
0.8,4.067717052009602
0.81,4.066791795882961
0.82,4.065952355684739
0.83,4.0651979078710285
0.84,4.064527708474565
0.850000000000001,4.063941092022864
0.86,4.063437470529385
0.87,4.063016332557232
0.88,4.062677242354825
0.89,4.062419839062975
0.9,4.062243835992691
0.91,4.062149019973043
0.92,4.062135250768334
0.93,4.062202460563842
0.94,4.062350653519319
0.95,4.062579905389412
0.96,4.062890363210192
0.97,4.0632822450508606
0.98,4.063755839829777
0.99,4.0643115071937945
1,4.064949677460014
1.01,4.065670851618885
1.02,4.066475601397636
1.03,4.067364569382943
1.04,4.068338469201675
1.05,4.069398085758577
1.06,4.070544275529561
1.07,4.071777966909365
1.08,4.073100160612142
1.09,4.074511930123498
1.1,4.076014422202432
1.11,4.077608857431486
1.12,4.079296530813308
1.13,4.081078812411758
1.14,4.08295714803545
1.15,4.084933059961557
1.16,4.08700814769752
1.17,4.089184088778117
1.18,4.091462639595118
1.19,4.093845636256637
1.2,4.096334995472966
1.21,4.0989327154655175
1.22,4.1016408768951385
1.23,4.104461643805944
1.24,4.107397264580309
1.25,4.110450072900552
1.26,4.113622488712366
1.27,4.116917019184744
1.28,4.1203362596608
1.29,4.1238828945934305
1.3,4.127559698459435
1.31,4.131369536645156
1.32,4.135315366296413
1.33,4.139400237124839
1.34,4.143627292162465
1.35,4.147999768455648
1.36,4.152520997689152
1.37,4.157194406730487
1.38,4.162023518084175
1.39,4.1670119502449925
1.4,4.172163417938728
1.41,4.177481732238437
1.42,4.182970800543517
1.43,4.188634626408578
1.44,4.194477309208284
1.45,4.200503043624019
1.46,4.206716118937642
1.47,4.213120918117036
1.48,4.219721916677878
1.49,4.226523681305486
1.5,4.233530868220289
1.51,4.240748221270228
1.52,4.24818056973301
1.53,4.255832825811103
1.54,4.263709981802206
1.55,4.2718171069279105
1.56,4.280159343803472
1.57,4.288741904531712
1.58,4.297570066404545
1.59,4.30664916719599
1.6,4.31598460003124
1.61,4.3255818078171115
1.62,4.335446277220116
1.63,4.345583532179601
1.64,4.355999126944607
1.65,4.366698638624666
1.66,4.377687659246385
1.67,4.388971787309661
1.68,4.40055661883925
1.69,4.412447737930008
1.7,4.4246507067863226
1.71,4.4371710552591574
1.72,4.450014269886907
1.73,4.463185782449402
1.74,4.476690958047599
1.75,4.490535082724906
1.76,4.504723350649672
1.77,4.519260850881987
1.78,4.5341525537517375
1.79,4.549403296878626
1.8,4.565017770868865
1.81,4.58100050472698
1.82,4.597355851025114
1.83,4.6140879708759845
1.84,4.631200818759333
1.85,4.648698127255284
1.86,4.66658339174138
1.87,4.684859855113212
1.88,4.703530492591516
1.89,4.722597996681188
1.9,4.742064762349905
1.91,4.7619328724960335
1.92,4.782204083776993
1.93,4.802879812870311
1.94,4.823961123240327
1.95,4.845448712483638
1.96,4.867342900326122
1.97,4.8896436173436255
1.98,4.912350394477087
1.99,4.935462353411208
2,4.958978197883448
2.01,4.9828962059875765
2.02,5.007214223532735
2.03,5.031929658515439
2.04,5.057039476758057
2.05,5.08254019876277
2.06,5.108427897825507
2.07,5.134698199449196
2.08,5.161346282090458
2.09,5.188366879268292
2.1,5.215754283057592
2.11,5.243502348984353
2.12,5.271604502333473
2.13,5.300053745873806
2.14,5.328842668998921
2.15,5.357963458275788
2.16,5.387407909387308
2.17,5.4171674404483685
2.18,5.447233106668906
2.19,5.477595616331322
2.2,5.508245348043693
2.21,5.5391723692241746
2.22,5.570366455766458
2.23,5.601817112830524
2.24,5.633513596697772
2.25,5.665444937624337
2.26,5.697599963622004
2.27,5.729967325091296
2.28,5.762535520227586
2.29,5.795292921117115
2.3,5.828227800436571
2.31,5.861328358667116
2.32,5.894582751731168
2.33,5.927979118958511
2.34,5.961505611286893
2.35,5.995150419601317
2.36,6.028901803116201
2.37,6.062748117704705
2.38,6.096677844080422
2.39,6.130679615738294
2.4,6.164742246563459
2.41,6.198854758019488
2.42,6.2330064058307135
2.43,6.267186706076926
2.44,6.301385460623136
2.45,6.335592781811667
2.46,6.36979911634901
2.47,6.403995268325446
2.48,6.438172421311197
2.49,6.47232215947898
2.5,6.5064364877093315
2.51,6.540507850641293
2.52,6.574529150637899
2.53,6.608493764642294
2.54,6.642395559907151
2.55,6.676228908586265
2.56,6.709988701183855
2.57,6.743670358862993
2.58,6.7772698446207364
2.59,6.810783673342886
2.6,6.844208920756761
2.61,6.877543231305135
2.62,6.910784824968979
2.63,6.94393250307057
2.64,6.976985653092298
2.65,7.0099442525491575
2.66,7.042808871955876
2.67,7.075580676931299
2.68,7.108261429484369
2.69,7.140853488526906
2.7,7.173359809658877
2.71,7.205783944271788
2.72,7.238130038015253
2.73,7.2704028286706635
2.74,7.30260764347444
2.75,7.3347503959312
2.76,7.366837582154702
2.77,7.398876276771529
2.78,7.430874128419006
2.79,7.462839354865207
2.8,7.494780737774452
2.81,7.526707617137429
2.82,7.5586298853797995
2.83,7.590557981158083
2.84,7.62250288284573
2.85,7.6544761017064396
2.86,7.686489674745283
2.87,7.718556157221642
2.88,7.7506886148008975
2.89,7.7829006153145865
2.9,7.815206220091072
2.91,7.847619974811045
2.92,7.880156899833821
2.93,7.912832479932302
2.94,7.945662653365502
2.95,7.97866380020898
2.96,8.011852729854251
2.97,8.045246667579185
2.98,8.078863240081958
2.99,8.112720459861864
3,8.146836708320611
3.01,8.181230717448676
3.02,8.215921549951712
3.03,8.25092857766318
3.04,8.286271458080636
3.05,8.321970108854835
3.06,8.358044680053155
3.07,8.39451552401218
3.08,8.431403162588193
3.09,8.468728251609848
3.1,8.506511542333978
3.11,8.544773839703975
3.12,8.583535957210728
3.13,8.62281866815891
3.14,8.66264265314691
3.15,8.70302844357733
3.16,8.743996361026964
3.17,8.785566452321234
3.18,8.827758420178235
3.19,8.870591549312547
3.2,8.914084627919388
3.21,8.958255864495381
3.22,9.0031227999942
3.23,9.048702215363758
3.24,9.095010034566563
3.25,9.142061223246928
3.26,9.189869683277887
3.27,9.238448143496822
3.28,9.2878080470221
3.29,9.337959435633046
3.3,9.38891083179144
3.31,9.440669118984774
3.32,9.49323942117727
3.33,9.546624982264222
3.34,9.600827046536436
3.35,9.655844741272341
3.36,9.711674962684285
3.37,9.768312266549458
3.38,9.825748764952339
3.39,9.8839740306519
3.4,9.942975010658879
3.41,10.002735950663961
3.42,10.063238331992629
3.43,10.124460822773159
3.44,10.186379244988295
3.45,10.248966559034608
3.46,10.312192867334154
3.47,10.376025438429197
3.48,10.440428752839914
3.49,10.505364571777683
3.5,10.570792029582687
3.51,10.636667750495002
3.52,10.70294599007687
3.53,10.76957880128287
3.54,10.836516224830097
3.55,10.903706503157588
3.56,10.971096316890778
3.57,11.038631042349921
3.58,11.106255028270757
3.59,11.173911889549276
3.6,11.241544815490425
3.61,11.309096889741252
3.62,11.376511418831475
3.63,11.443732266036102
3.64,11.510704187122503
3.65,11.577373164452807
3.66,11.643686735886398
3.67,11.709594314966782
3.68,11.775047498983483
3.69,11.840000361669938
3.7,11.904409727529085
3.71,11.96823542506333
3.72,12.031440516518444
3.73,12.093991502122059
3.74,12.15585849719874
3.75,12.217015380963883
3.76,12.277439916228385
3.77,12.337113839675077
3.78,12.396022922785896
3.79,12.454157003897791
3.8,12.511509992236256
3.81,12.568079845112651
3.82,12.62386851976839
3.83,12.67888190160282
3.84,12.733129710728292
3.85,12.786625388955741
3.86,12.839385969425447
3.87,12.89143193116365
3.88,12.942787040866605
3.89,12.99347818419455
3.9,13.043535188801252
3.91,13.092990641235328
3.92,13.141879699731971
3.93,13.190239904772419
3.94,13.238110989128735
3.95,13.285534688937533
3.96,13.332554557162412
3.97,13.379215780615846
3.98,13.425565001519532
3.99,13.47165014439258
4,13.517520248870492
4.01,13.563225308878625
4.02,13.608816118412404
4.03,13.65434412401515
4.04,13.699861283893997
4.05,13.745419933475777
4.06,13.791072657077978
4.07,13.836872165256397
4.08,13.882871177289205
4.09,13.929122308168452
4.1,13.975677959392954
4.11,14.022590212791597
4.12,14.069910726552724
4.13,14.117690632593117
4.14,14.165980434368803
4.15,14.214829904209852
4.16,14.264287979251467
4.17,14.31440265503505
4.18,14.365220875864754
4.19,14.41678842102842
4.2,14.469149786026556
4.21,14.522348058000281
4.22,14.576424784608783
4.23,14.631419835681093
4.24,14.687371257055153
4.25,14.744315116121523
4.26,14.802285338710366
4.27,14.861313537098969
4.28,14.921428829075435
4.29,14.982657648171458
4.3,15.045023545375724
4.31,15.108546982858098
4.32,15.173245120474947
4.33,15.239131596086263
4.34,15.30621630099472
4.35,15.37450515211384
4.36,15.443999862784391
4.37,15.514697714480715
4.38,15.586591331978351
4.39,15.65966846488346
4.4,15.733911778748093
4.41,15.809298659302756
4.42,15.885801033621334
4.43,15.963385212280738
4.44,16.04201175677843
4.45,16.121635376611252
4.46,16.20220486048725
4.47,16.28366304612383
4.48,16.36594683296995
4.49,16.448987241963685
4.5,16.53270952609191
4.51,16.617033335046443
4.52,16.70187293666926
4.53,16.78713749714598
4.54,16.872731421047632
4.55,16.958554751345396
4.56,17.04450362844487
4.57,17.130470806128862
4.58,17.2163462210848
4.59,17.302017611456172
4.6,17.387371178633828
4.61,17.47229228532916
4.62,17.556666181889238
4.63,17.64037875186375
4.64,17.7233172670537
4.65,17.80537114169769
4.66,17.886432675112687
4.67,17.966397772023715
4.68,18.045166630005113
4.69,18.122644383916636
4.7,18.19874169794423
4.71,18.273375296829528
4.72,18.346468429064714
4.73,18.417951256205022
4.74,18.487761163964244
4.75,18.555842992359665
4.76,18.622149183810382
4.77,18.68663984971333
4.78,18.74928275757452
4.79,18.810053242212618
4.8,18.868934045838373
4.81,18.92591509291392
4.82,18.98099320658865
4.83,19.03417177417801
4.84,19.085460369594543
4.85,19.134874340860826
4.86,19.18243437084324
4.87,19.22816601916268
4.88,19.27209925288711
4.89,19.31426797311751
4.9,19.354709543973726
4.91,19.393464329798693
4.92,19.430575245657323
4.93,19.466087325437968
4.94,19.500047311093066
4.95,19.532503265803083
4.96,19.563504213131907
4.97,19.59309980357518
4.98,19.62134000929722
4.99,19.648274847312784
5,19.673954130900647
5.01,19.698427248638538
5.02,19.72174297012056
5.03,19.7439492771569
5.04,19.765093219055963
5.05,19.78522079044587
5.06,19.804376829999136
5.07,19.82260493837533
5.08,19.839947413684335
5.09,19.856445202792337
5.1,19.872137866837004
5.11,19.887063559382568
5.12,19.901259015724847
5.13,19.914759551946062
5.14,19.927599072415966
5.15,19.939810084536468
5.16,19.951423719628394
5.17,19.96246975895981
5.18,19.972976664013025
5.19,19.98297161018172
5.2,19.992480523178294
5.21,20.001528117515463
5.22,20.01013793650356
5.23,20.01833239327653
5.24,20.02613281242506
5.25,20.03355947187464
5.26,20.040631644699907
5.27,20.047367640614613
5.28,20.053784846919356
5.29,20.059899768727163
5.3,20.06572806832041
5.31,20.07128460352186
5.32,20.076583464988182
5.33,20.08163801235648
5.34,20.086460909193413
5.35,20.091064156712996
5.36,20.095459126243004
5.37,20.099656590431792
5.38,20.103666753197317
5.39,20.1074992784283
5.4,20.11116331745436
5.41,20.114667535307575
5.42,20.118020135802198
5.43,20.121228885463026
5.44,20.12430113633545
5.45,20.12724384771229
5.46,20.130063606814026
5.47,20.132766648459874
5.48,20.135358873767693
5.49,20.137845867920948
5.5,20.140232917040706
5.51,20.1425250242004
5.52,20.1447269246204
5.53,20.146843100078833
5.54,20.148877792574154
5.55,20.150835017274026
5.56,20.15271857478414
5.57,20.15453206276939
5.58,20.156278886958784
5.59,20.157962271564344
5.6,20.159585269143044
5.61,20.161150769929716
5.62,20.16266151066771
5.63,20.164120082962917
5.64,20.165528941185755
5.65,20.166890409944457
5.66,20.168206691152115
5.67,20.16947987070879
5.68,20.170711924818974
5.69,20.171904725963834
5.7,20.173060048546606
5.71,20.174179574228663
5.72,20.175264896972898
5.73,20.176317527810248
5.74,20.177338899344313
5.75,20.178330370008375
5.76,20.17929322808824
5.77,20.18022869552379
5.78,20.181137931501283
5.79,20.182022035847936
5.8,20.182882052239712
5.81,20.183718971232494
5.82,20.184533733126493
5.83,20.185327230673114
5.84,20.18610031163289
5.85,20.186853781192873
5.86,20.187588404251194
5.87,20.188304907576157
5.88,20.1890039818469
5.89,20.189686283582134
5.9,20.190352436963224
5.91,20.191003035557447
5.92,20.191638643947027
5.93,20.192259799269117
5.94,20.192867012671737
5.95,20.193460770690326
5.96,20.19404153654926
5.97,20.194609751392594
5.98,20.195165835447874
5.99,20.195710189126782
6,20.196243194066078
6.01,20.19676521411217
6.02,20.197276596252422
6.03,20.19777767149614
6.04,20.198268755708014
6.05,20.198750150396627
6.06,20.19922214346055
6.07,20.19968500989429
6.08,20.200139012456365
6.09,20.200584402301523
6.1,20.20102141957913
6.11,20.20145029399952
